0,0.8357
0.968,0.8144
1.902,0.8045
2.891,0.7787
3.891,0.7743
4.891,0.747
5.89,0.7371
6.891,0.7168
7.89,0.6989
8.89,0.685
9.891,0.6715
10.89,0.6539
11.89,0.6412
12.891,0.6187
13.89,0.5925
14.891,0.58
15.891,0.5558
16.891,0.5412
17.891,0.5262
18.89,0.5001
19.89,0.4878
20.891,0.4742
21.895,0.4605
22.891,0.445
23.89,0.4262
24.89,0.4077
25.89,0.3978
26.89,0.3807
27.89,0.3481
28.891,0.3538
29.89,0.3252
30.89,0.3151
31.891,0.2995
32.89,0.2804
33.895,0.2629
34.891,0.2441
35.891,0.2281
36.89,0.2118
37.891,0.1984
38.891,0.1916
39.895,0.1622
40.891,0.1555
41.891,0.1347
42.89,0.1262
43.89,0.1115
44.89,0.097
45.895,0.0817
46.89,0.0691
47.89,0.0538
48.89,0.0332
49.89,0.0255
