0,12.208
0.97,12.1402
1.902,12.0974
2.867,12.0414
3.867,11.9822
4.866,11.916
5.867,11.8563
6.867,11.7956
7.867,11.735
8.867,11.6818
9.866,11.6217
10.866,11.5636
11.867,11.5089
12.867,11.4401
13.866,11.3926
14.867,11.3344
15.866,11.2699
16.866,11.2204
17.867,11.1647
18.867,11.1064
19.871,11.0497
20.866,10.9934
21.866,10.943
22.867,10.889
23.866,10.8356
24.866,10.7774
25.867,10.7225
26.866,10.6674
27.867,10.6234
28.865,10.5715
29.866,10.5095
30.866,10.4566
31.87,10.4094
32.865,10.3568
33.865,10.2912
34.866,10.2536
35.865,10.2062
36.866,10.1499
37.865,10.098
38.866,10.0476
39.867,9.9911
40.867,9.9507
41.867,9.8957
42.866,9.8544
43.867,9.7993
44.867,9.7445
45.867,9.7017
46.866,9.6519
47.867,9.5969
48.866,9.5526
49.871,9.489
50.867,9.4567
51.867,9.4033
52.866,9.3626
53.866,9.3123
54.867,9.2708
55.872,9.2237
56.866,9.1791
57.866,9.129
58.867,9.0847
59.867,9.0336
60.867,8.9931
61.867,8.9524
62.866,8.9055
63.867,8.8613
64.866,8.8126
65.867,8.7755
66.866,8.7284
67.866,8.6732
68.867,8.642
69.867,8.5932
70.866,8.5507
71.867,8.4984
72.867,8.4555
73.866,8.4262
74.867,8.3747
75.866,8.3352
76.866,8.2846
77.867,8.2489
78.867,8.2131
79.871,8.1663
80.867,8.127
81.866,8.084
82.866,8.0526
83.866,8.0111
84.867,7.9666
85.866,7.9209
86.867,7.874
87.866,7.8412
88.867,7.8035
89.866,7.7559
90.867,7.7193
91.866,7.688
92.867,7.6459
93.866,7.6021
94.867,7.5684
95.866,7.5168
96.867,7.4833
97.866,7.4509
98.866,7.416
99.867,7.3759
100.867,7.3337
101.866,7.2919
102.867,7.2562
103.867,7.2206
104.866,7.1862
105.866,7.1471
106.867,7.1257
107.867,7.0756
108.867,7.0427
109.871,7.0014
110.867,6.9632
111.867,6.9381
112.866,6.8943
113.866,6.8719
114.867,6.832
115.871,6.7948
116.867,6.7659
117.866,6.7282
118.866,6.687
119.867,6.6607
120.866,6.6286
121.871,6.5932
122.867,6.5488
123.866,6.5179
124.866,6.4869
125.866,6.4564
126.867,6.4287
127.871,6.3844
128.867,6.3597
129.867,6.3297
130.867,6.2922
131.866,6.2618
132.866,6.2287
133.867,6.1948
134.866,6.168
135.867,6.1378
136.866,6.1084
137.866,6.0773
138.867,6.042
139.866,6.0001
140.867,5.9703
